,Player,Pos,Age,Team,Games,Minutes Played,Fields Goal,Fields Goal Attempted,3-points Field Goal,3-points Field Goal Attempted,2-points Field Goal,2-points Field Goal Attempted,Free Throws,Free Throws Attempted,Offensive Rebounds,Defensive Rebounds,Total Rebounds,Assists,Steals,Blocks,Turnovers,Personal Fouls,Points,Rank,Year
1702,Stanley Johnson,PF,23,TOR,25,6.0,0.9,2.4,0.3,1.0,0.6,1.4,0.4,0.6,0.3,1.2,1.5,0.8,0.2,0.2,0.6,0.6,2.4,259,2020
1703,Tyler Johnson,PG-SG,27,TOT,39,18.2,2.5,6.4,1.0,3.1,1.5,3.4,1.1,1.3,0.5,1.5,1.9,1.9,0.4,0.2,0.7,1.5,7.0,260,2020
1704,Tyler Johnson,PG,27,PHO,31,16.6,2.1,5.5,0.8,2.7,1.3,2.8,0.8,1.0,0.3,1.4,1.7,1.6,0.4,0.3,0.8,1.4,5.7,260,2020
1705,Tyler Johnson,SG,27,BRK,8,24.3,4.0,9.9,1.8,4.5,2.3,5.4,2.3,2.3,1.0,2.0,3.0,3.0,0.5,0.1,0.6,1.9,12.0,260,2020
1706,Nikola Jokić,C,24,DEN,73,32.0,7.7,14.7,1.1,3.5,6.6,11.2,3.4,4.1,2.3,7.5,9.7,7.0,1.2,0.6,3.1,3.0,19.9,261,2020
1707,Damian Jones,C,24,ATL,55,16.1,2.2,3.2,0.0,0.2,2.2,3.1,1.1,1.5,1.3,2.4,3.7,0.6,0.5,0.7,0.5,2.7,5.6,262,2020
1708,Derrick Jones Jr.,SF,22,MIA,59,23.3,3.1,5.9,0.6,2.2,2.5,3.7,1.6,2.1,1.1,2.8,3.9,1.1,1.0,0.6,0.5,2.2,8.5,263,2020
1709,Tyus Jones,PG,23,MEM,65,19.0,3.0,6.6,0.7,1.9,2.3,4.7,0.7,0.9,0.1,1.4,1.6,4.4,0.9,0.1,0.8,0.7,7.4,264,2020
1710,DeAndre Jordan,C,31,BRK,56,22.0,3.4,5.1,0.0,0.0,3.4,5.1,1.5,2.2,2.5,7.5,10.0,1.9,0.3,0.9,1.3,2.0,8.3,265,2020
1711,Cory Joseph,PG,28,SAC,72,24.4,2.4,5.7,0.8,2.2,1.6,3.5,0.8,1.0,0.6,2.0,2.6,3.5,0.7,0.3,1.1,1.8,6.4,266,2020
1712,Mfiondu Kabengele,C,22,LAC,12,5.3,1.2,2.7,0.8,1.7,0.4,1.0,0.4,0.4,0.1,0.8,0.9,0.2,0.2,0.2,0.2,0.8,3.5,267,2020
1713,Frank Kaminsky,C,26,PHO,39,19.9,3.5,7.9,1.1,3.2,2.5,4.7,1.6,2.3,0.9,3.6,4.5,1.9,0.4,0.3,0.9,1.9,9.7,268,2020
1714,Enes Kanter,C,27,BOS,58,16.9,3.4,6.0,0.0,0.1,3.4,5.9,1.2,1.7,2.8,4.6,7.4,1.0,0.4,0.7,1.0,1.7,8.1,269,2020
1715,Luke Kennard,SG,23,DET,28,32.9,5.4,12.2,2.6,6.5,2.8,5.7,2.4,2.7,0.3,3.2,3.5,4.1,0.4,0.2,1.5,2.3,15.8,270,2020
1716,Stanton Kidd,SG,27,UTA,4,3.8,0.0,0.8,0.0,0.3,0.0,0.5,0.0,0.0,0.0,0.8,0.8,0.3,0.0,0.0,0.5,0.8,0.0,271,2020
1717,Michael Kidd-Gilchrist,PF,26,TOT,25,11.2,0.9,2.6,0.2,0.8,0.7,1.8,0.4,0.6,0.6,2.1,2.7,0.6,0.1,0.2,0.6,1.5,2.4,272,2020
1718,Michael Kidd-Gilchrist,PF,26,CHO,12,13.3,1.5,4.4,0.4,1.4,1.1,3.0,0.6,0.8,0.8,2.2,2.9,0.8,0.0,0.3,0.6,1.5,4.0,272,2020
1719,Michael Kidd-Gilchrist,PF,26,DAL,13,9.3,0.3,1.0,0.0,0.2,0.3,0.8,0.3,0.4,0.4,2.1,2.5,0.3,0.2,0.2,0.7,1.5,0.9,272,2020
1720,Louis King,SF,20,DET,10,6.2,0.8,2.1,0.4,1.1,0.4,1.0,0.0,0.3,0.1,0.9,1.0,0.5,0.2,0.0,0.2,1.0,2.0,273,2020
1721,Maxi Kleber,PF,28,DAL,74,25.5,3.2,6.9,1.6,4.3,1.6,2.6,1.1,1.3,1.5,3.7,5.2,1.2,0.3,1.1,0.8,2.4,9.1,274,2020
1722,Brandon Knight,SG-PG,28,TOT,25,18.5,2.4,6.7,1.8,5.2,0.6,1.4,0.8,1.4,0.2,1.5,1.6,2.8,0.4,0.1,1.5,1.6,7.3,275,2020
1723,Brandon Knight,SG,28,CLE,16,15.1,1.8,5.4,1.2,4.0,0.6,1.4,0.3,0.8,0.2,1.1,1.3,1.9,0.3,0.1,1.0,1.3,4.9,275,2020
1724,Brandon Knight,PG,28,DET,9,24.6,3.4,9.0,2.9,7.4,0.6,1.6,1.8,2.3,0.1,2.2,2.3,4.2,0.6,0.1,2.4,2.2,11.6,275,2020
1725,Kevin Knox,SF,20,NYK,65,17.9,2.2,6.2,1.0,3.1,1.2,3.1,1.0,1.6,0.4,2.4,2.8,0.9,0.4,0.4,0.7,1.6,6.4,276,2020
1726,John Konchar,SG,23,MEM,19,9.5,1.3,1.9,0.3,0.5,1.0,1.4,0.1,0.1,0.9,1.5,2.5,1.2,0.4,0.2,0.4,0.4,2.8,277,2020
1727,Furkan Korkmaz,SG,22,PHI,72,21.7,3.4,7.8,2.0,4.9,1.4,2.9,1.1,1.4,0.3,2.1,2.3,1.1,0.6,0.2,0.8,1.4,9.8,278,2020
1728,Luke Kornet,C,24,CHI,36,15.5,2.3,5.2,0.9,3.0,1.4,2.2,0.6,0.8,0.6,1.7,2.3,0.9,0.3,0.7,0.4,1.5,6.0,279,2020
1729,Kyle Korver,SF,38,MIL,58,16.6,2.2,5.1,1.7,4.1,0.5,1.0,0.6,0.7,0.3,1.8,2.1,1.2,0.4,0.2,0.8,1.3,6.7,280,2020
1730,Rodions Kurucs,PF,21,BRK,47,14.6,1.7,3.8,0.7,1.9,1.0,1.9,0.5,0.8,0.5,2.4,2.9,1.1,0.5,0.1,1.0,1.9,4.6,281,2020
1731,Kyle Kuzma,PF,24,LAL,61,25.0,4.8,11.0,1.4,4.5,3.4,6.5,1.9,2.5,0.9,3.6,4.5,1.3,0.5,0.4,1.5,2.1,12.8,282,2020
1732,Skal Labissière,C,23,POR,33,17.2,2.5,4.5,0.1,0.4,2.4,4.1,0.8,1.0,2.0,3.2,5.1,1.3,0.2,0.9,0.9,2.7,5.8,283,2020
1733,Jeremy Lamb,SG,27,IND,46,28.1,4.7,10.4,1.2,3.4,3.5,7.0,2.0,2.4,0.5,3.8,4.3,2.1,1.2,0.5,1.1,2.3,12.5,284,2020
1734,Romeo Langford,SG,20,BOS,32,11.6,0.9,2.5,0.2,0.8,0.7,1.7,0.6,0.8,0.5,0.8,1.3,0.4,0.3,0.3,0.3,1.0,2.5,285,2020
1735,Zach LaVine,SG,24,CHI,60,34.8,9.0,20.0,3.1,8.1,5.9,11.9,4.5,5.6,0.7,4.1,4.8,4.2,1.5,0.5,3.4,2.2,25.5,286,2020
1736,Vic Law,PF,24,ORL,8,7.8,0.8,2.3,0.1,0.9,0.6,1.4,0.3,0.8,0.3,1.1,1.4,0.4,0.3,0.0,0.3,0.8,1.9,287,2020
1737,Jake Layman,SF,25,MIN,23,22.0,3.5,7.8,1.0,3.1,2.5,4.7,1.0,1.4,0.7,1.7,2.5,0.7,0.7,0.4,1.0,2.0,9.1,288,2020
1738,T.J. Leaf,PF,22,IND,28,7.9,1.3,3.1,0.2,0.6,1.1,2.4,0.3,0.6,0.8,1.7,2.5,0.3,0.4,0.1,0.3,0.8,3.0,289,2020
1739,Jalen Lecque,SG,19,PHO,5,6.4,0.8,2.0,0.0,0.8,0.8,1.2,0.4,0.4,0.0,0.4,0.4,0.4,0.0,0.0,0.4,0.6,2.0,290,2020
1740,Courtney Lee,SG,34,DAL,24,14.4,1.7,3.4,0.9,2.0,0.8,1.5,0.3,0.3,0.3,1.0,1.3,0.5,0.8,0.3,0.5,1.4,4.5,291,2020
1741,Damion Lee,SG,27,GSW,49,29.0,4.3,10.4,1.7,4.9,2.6,5.6,2.2,2.6,0.7,4.2,4.9,2.7,1.0,0.1,1.4,2.4,12.7,292,2020
1742,Alex Len,C,26,TOT,55,17.6,3.2,5.8,0.3,1.1,2.9,4.7,1.2,1.9,1.8,4.0,5.8,0.9,0.4,0.9,1.0,2.3,8.0,293,2020
1743,Alex Len,C,26,ATL,40,18.6,3.6,6.5,0.4,1.4,3.2,5.1,1.3,2.0,1.7,4.0,5.8,1.1,0.5,0.8,1.0,2.3,8.7,293,2020
1744,Alex Len,C,26,SAC,15,15.0,2.3,3.9,0.1,0.2,2.2,3.7,1.1,1.6,2.1,4.0,6.1,0.5,0.2,1.0,1.1,2.3,5.9,293,2020
1745,Kawhi Leonard,SF,28,LAC,57,32.4,9.3,19.9,2.2,5.7,7.2,14.2,6.2,7.1,0.9,6.1,7.1,4.9,1.8,0.6,2.6,2.0,27.1,294,2020
1746,Meyers Leonard,C,27,MIA,51,20.3,2.3,4.6,1.0,2.5,1.3,2.1,0.4,0.5,0.6,4.5,5.1,1.1,0.3,0.3,0.8,2.1,6.1,295,2020
1747,Caris LeVert,SG,25,BRK,45,29.6,6.9,16.3,1.8,4.9,5.1,11.4,3.1,4.4,1.1,3.1,4.2,4.4,1.2,0.2,2.6,1.8,18.7,296,2020
1748,Damian Lillard,PG,29,POR,66,37.5,9.5,20.4,4.1,10.2,5.4,10.2,7.0,7.8,0.5,3.8,4.3,8.0,1.1,0.3,2.9,1.7,30.0,297,2020
1749,Nassir Little,PF,19,POR,48,11.9,1.4,3.1,0.3,1.2,1.1,1.9,0.6,0.9,0.6,1.6,2.3,0.5,0.3,0.3,0.3,1.5,3.6,298,2020
1750,Kevon Looney,C,23,GSW,20,13.1,1.5,4.0,0.1,0.7,1.4,3.3,0.5,0.6,1.4,1.9,3.3,1.0,0.6,0.3,0.6,1.7,3.4,299,2020
1751,Brook Lopez,C,31,MIL,68,26.7,4.3,9.9,1.5,4.8,2.8,5.1,1.9,2.2,0.9,3.7,4.6,1.5,0.7,2.4,1.0,2.4,12.0,300,2020
1752,Robin Lopez,C,31,MIL,66,14.5,2.2,4.5,0.5,1.6,1.7,2.9,0.4,0.8,0.8,1.6,2.4,0.7,0.2,0.7,1.0,1.5,5.4,301,2020
1753,Kevin Love,PF,31,CLE,56,31.8,5.8,13.0,2.6,7.0,3.2,6.0,3.3,3.9,1.0,8.8,9.8,3.2,0.6,0.3,2.5,1.6,17.6,302,2020
1754,Kyle Lowry,PG,33,TOR,58,36.2,5.8,13.8,2.8,8.0,2.9,5.8,5.1,5.9,0.6,4.5,5.0,7.5,1.4,0.4,3.1,3.3,19.4,303,2020
1755,Timothé Luwawu-Cabarrot,SF,24,BRK,47,18.1,2.5,5.7,1.3,3.4,1.2,2.3,1.5,1.7,0.6,2.1,2.7,0.6,0.4,0.1,0.8,2.3,7.8,304,2020
1756,Trey Lyles,PF,24,SAS,63,20.2,2.4,5.4,1.0,2.7,1.4,2.8,0.5,0.7,1.1,4.6,5.7,1.1,0.4,0.4,0.6,1.6,6.4,305,2020
1757,Daryl Macon,PG,24,MIA,4,3.5,0.3,0.8,0.3,0.5,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.5,0.3,0.8,306,2020
1758,J.P. Macura,SG,24,CLE,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,307,2020
1759,Josh Magette,PG,30,ORL,8,4.8,0.6,1.9,0.1,0.5,0.5,1.4,0.1,0.3,0.1,0.6,0.8,0.6,0.4,0.1,0.6,0.5,1.5,308,2020
1760,Ian Mahinmi,C,33,WAS,38,21.3,2.7,5.5,0.1,0.7,2.6,4.8,1.8,3.0,2.1,3.7,5.7,1.3,0.8,1.2,1.2,3.0,7.4,309,2020
1761,Thon Maker,C,22,DET,60,12.9,1.6,3.2,0.4,1.1,1.2,2.2,1.2,1.8,0.9,1.9,2.8,0.7,0.4,0.7,0.8,1.7,4.7,310,2020
1762,Terance Mann,SF,23,LAC,41,8.8,0.9,1.9,0.2,0.5,0.7,1.4,0.4,0.7,0.2,1.1,1.3,1.3,0.3,0.1,0.4,1.1,2.4,311,2020
1763,Boban Marjanović,C,31,DAL,44,9.6,2.8,4.8,0.1,0.4,2.7,4.4,1.0,1.3,1.5,3.0,4.5,0.5,0.2,0.2,0.7,1.3,6.6,312,2020
1764,Lauri Markkanen,PF,22,CHI,50,29.8,5.0,11.8,2.2,6.3,2.8,5.5,2.5,3.1,1.2,5.1,6.3,1.5,0.8,0.5,1.6,1.9,14.7,313,2020
1765,Caleb Martin,SF,24,CHO,18,17.6,2.1,4.7,1.1,2.1,0.9,2.6,0.9,1.2,0.6,1.6,2.1,1.3,0.7,0.4,0.8,1.8,6.2,314,2020
1766,Cody Martin,SF,24,CHO,48,18.8,1.9,4.3,0.4,1.6,1.5,2.7,0.9,1.4,0.8,2.5,3.3,2.0,0.8,0.2,0.9,1.6,5.0,315,2020
1767,Jeremiah Martin,PG,23,BRK,9,11.0,2.7,5.9,0.6,2.0,2.1,3.9,1.2,1.6,0.1,1.0,1.1,2.0,0.8,0.2,0.4,0.8,7.1,316,2020
1768,Kelan Martin,SF,24,MIN,31,16.0,2.3,5.8,0.8,3.1,1.5,2.7,1.0,1.0,0.4,2.7,3.1,0.7,0.2,0.3,0.6,1.6,6.4,317,2020
1769,Frank Mason III,PG,25,MIL,9,13.1,2.6,5.7,0.7,2.3,1.9,3.3,1.1,1.9,0.6,1.6,2.1,3.2,0.6,0.1,1.2,1.2,6.9,318,2020
1770,Garrison Mathews,SG,23,WAS,18,12.6,1.3,3.1,1.1,2.6,0.3,0.6,1.7,1.9,0.3,1.0,1.3,0.6,0.4,0.1,0.4,1.8,5.4,319,2020
1771,Wesley Matthews,SG,33,MIL,67,24.4,2.5,6.3,1.6,4.4,0.9,1.9,0.8,1.0,0.3,2.1,2.5,1.4,0.6,0.1,0.6,1.5,7.4,320,2020
1772,Luc Mbah a Moute,PF,33,HOU,3,8.3,0.7,1.7,0.0,0.7,0.7,1.0,0.3,0.7,0.3,0.3,0.7,0.0,0.7,0.0,0.3,0.0,1.7,321,2020
1773,Patrick McCaw,SF,24,TOR,37,24.5,1.8,4.4,0.6,1.9,1.2,2.5,0.4,0.5,0.5,1.8,2.3,2.1,1.1,0.1,0.8,1.6,4.6,322,2020
1774,CJ McCollum,SG,28,POR,70,36.5,8.7,19.4,2.8,7.3,6.0,12.1,2.0,2.6,0.7,3.6,4.2,4.4,0.8,0.6,1.8,2.6,22.2,323,2020
1775,T.J. McConnell,PG,27,IND,71,18.7,3.0,5.8,0.1,0.2,2.9,5.5,0.5,0.6,0.5,2.1,2.7,5.0,0.8,0.2,1.4,1.0,6.5,324,2020
1776,Jalen McDaniels,SF,22,CHO,16,18.3,2.1,4.4,0.6,1.5,1.5,2.9,0.9,1.1,0.9,3.1,4.1,0.8,0.5,0.2,0.7,2.3,5.6,325,2020
1777,Doug McDermott,PF,28,IND,69,19.9,3.9,7.9,1.9,4.3,2.0,3.7,0.7,0.8,0.4,2.1,2.5,1.1,0.2,0.1,0.6,1.7,10.3,326,2020
1778,JaVale McGee,C,32,LAL,68,16.6,2.9,4.5,0.0,0.1,2.8,4.4,0.8,1.2,1.8,3.9,5.7,0.5,0.5,1.4,0.8,2.3,6.6,327,2020
1779,Rodney McGruder,SG,28,LAC,56,15.6,1.3,3.2,0.4,1.6,0.9,1.6,0.3,0.6,0.5,2.2,2.7,0.6,0.5,0.1,0.4,1.3,3.3,328,2020
1780,Alfonzo McKinnie,SF,27,CLE,40,14.8,1.8,4.3,0.4,1.6,1.5,2.7,0.6,0.8,0.9,1.9,2.8,0.4,0.6,0.2,0.7,1.8,4.6,329,2020
1781,Jordan McLaughlin,PG,23,MIN,30,19.7,2.9,5.9,1.0,2.5,1.9,3.4,0.9,1.3,0.2,1.4,1.6,4.2,1.1,0.1,1.0,1.0,7.6,330,2020
1782,Ben McLemore,SF,26,HOU,71,22.8,3.4,7.7,2.5,6.4,0.9,1.3,0.7,0.9,0.3,1.9,2.2,0.8,0.6,0.2,0.7,2.2,10.1,331,2020
1783,Jordan McRae,SG,28,TOT,37,21.2,4.0,9.9,1.2,3.4,2.8,6.5,2.2,2.9,0.5,2.9,3.4,2.5,0.6,0.4,1.2,2.0,11.5,332,2020
1784,Jordan McRae,SG,28,WAS,29,22.6,4.6,10.9,1.4,3.7,3.2,7.3,2.2,2.9,0.6,3.0,3.6,2.8,0.7,0.5,1.3,2.1,12.8,332,2020
1785,Jordan McRae,SG,28,DEN,4,8.0,0.5,1.5,0.5,1.0,0.0,0.5,0.8,1.0,0.3,1.0,1.3,1.0,0.5,0.3,0.0,0.5,2.3,332,2020
1786,Jordan McRae,SG,28,DET,4,24.5,3.5,10.8,0.8,4.0,2.8,6.8,4.0,5.5,0.0,3.8,3.8,1.8,0.0,0.0,1.3,2.5,11.8,332,2020
1787,Nicolò Melli,C,29,NOP,60,17.4,2.3,5.4,1.2,3.4,1.1,2.0,0.9,1.2,0.6,2.4,3.0,1.4,0.6,0.4,0.8,2.1,6.6,333,2020
1788,De'Anthony Melton,PG,21,MEM,60,19.5,2.7,6.7,0.7,2.3,2.0,4.4,1.6,2.0,0.7,3.0,3.7,2.9,1.3,0.3,1.4,1.8,7.6,334,2020
1789,Chimezie Metu,C,22,SAS,18,5.8,1.3,2.3,0.0,0.1,1.3,2.2,0.6,0.7,0.7,1.2,1.8,0.6,0.2,0.3,0.6,0.4,3.2,335,2020
1790,Khris Middleton,SF,28,MIL,62,29.9,7.6,15.3,2.4,5.7,5.2,9.6,3.4,3.7,0.7,5.5,6.2,4.3,0.9,0.1,2.2,2.3,20.9,336,2020
1791,Eric Mika,C,25,SAC,1,19.0,2.0,3.0,0.0,0.0,2.0,3.0,2.0,2.0,2.0,5.0,7.0,0.0,0.0,0.0,0.0,5.0,6.0,337,2020
1792,C.J. Miles,SF,32,WAS,10,16.1,1.9,5.9,1.1,3.5,0.8,2.4,1.5,2.0,0.4,0.8,1.2,1.2,1.0,0.4,0.4,1.4,6.4,338,2020
1793,Malcolm Miller,SF,26,TOR,28,5.8,0.4,1.0,0.3,0.8,0.1,0.3,0.1,0.3,0.1,0.5,0.6,0.4,0.2,0.1,0.1,0.6,1.3,339,2020
1794,Patty Mills,PG,31,SAS,66,22.5,3.9,9.1,2.3,6.1,1.6,3.0,1.5,1.7,0.3,1.3,1.6,1.8,0.8,0.1,0.8,1.6,11.6,340,2020
1795,Paul Millsap,PF,34,DEN,51,24.3,4.1,8.6,1.1,2.4,3.1,6.2,2.3,2.8,1.9,3.8,5.7,1.6,0.9,0.6,1.4,2.9,11.6,341,2020
1796,Shake Milton,SG,23,PHI,40,20.1,3.4,6.9,1.5,3.4,1.9,3.6,1.3,1.6,0.4,1.8,2.2,2.6,0.5,0.2,1.2,2.3,9.4,342,2020
1797,Donovan Mitchell,SG,23,UTA,69,34.3,8.7,19.4,2.5,6.9,6.2,12.6,4.0,4.7,0.8,3.6,4.4,4.3,1.0,0.2,2.7,2.5,24.0,343,2020
1798,Naz Mitrou-Long,SG,26,IND,5,9.4,1.2,3.4,0.4,2.4,0.8,1.0,0.0,0.0,0.0,1.4,1.4,1.6,0.2,0.2,0.6,0.4,2.8,344,2020
1799,Adam Mokoka,SF,21,CHI,11,10.2,1.1,2.5,0.5,1.4,0.5,1.2,0.2,0.4,0.6,0.3,0.9,0.4,0.4,0.0,0.2,1.5,2.9,345,2020
1800,Malik Monk,SG,21,CHO,55,21.3,3.9,8.9,1.1,3.7,2.8,5.2,1.5,1.8,0.5,2.4,2.9,2.1,0.5,0.3,1.4,1.3,10.3,346,2020
1801,Matt Mooney,SG,22,CLE,4,4.8,0.3,1.0,0.0,0.5,0.3,0.5,0.0,0.0,0.0,0.8,0.8,0.3,0.5,0.3,0.0,0.3,0.5,347,2020
1802,E'Twaun Moore,SG,30,NOP,56,18.2,3.3,7.8,1.1,3.0,2.2,4.8,0.6,0.8,0.6,1.8,2.3,1.4,0.6,0.2,0.7,1.4,8.3,348,2020
1803,Ja Morant,PG,20,MEM,67,31.0,6.7,14.0,0.9,2.7,5.8,11.3,3.6,4.6,0.8,3.1,3.9,7.3,0.9,0.3,3.3,1.6,17.8,349,2020
1804,Juwan Morgan,PF,22,UTA,21,6.4,0.7,1.2,0.1,0.4,0.6,0.9,0.1,0.2,0.5,0.9,1.4,0.3,0.0,0.1,0.3,0.9,1.7,350,2020
1805,Marcus Morris,SF-PF,30,TOT,62,31.2,5.7,13.1,2.3,5.6,3.4,7.5,2.9,3.5,1.0,4.1,5.0,1.4,0.8,0.5,1.6,2.9,16.7,351,2020
1806,Marcus Morris,SF,30,NYK,43,32.3,6.5,14.8,2.7,6.1,3.8,8.7,3.8,4.6,1.1,4.3,5.4,1.4,0.8,0.4,1.7,3.0,19.6,351,2020
1807,Marcus Morris,PF,30,LAC,19,28.9,3.9,9.2,1.4,4.4,2.5,4.7,0.9,1.2,0.6,3.5,4.1,1.4,0.7,0.7,1.3,2.7,10.1,351,2020
1808,Markieff Morris,PF,30,TOT,58,20.5,3.5,7.9,1.5,3.9,2.0,4.0,1.1,1.5,0.7,3.1,3.8,1.3,0.5,0.3,1.3,2.3,9.7,352,2020
1809,Markieff Morris,PF,30,DET,44,22.5,4.0,8.8,1.7,4.3,2.3,4.5,1.4,1.8,0.5,3.4,3.9,1.6,0.6,0.3,1.6,2.4,11.0,352,2020
1810,Markieff Morris,PF,30,LAL,14,14.2,2.0,4.9,0.9,2.8,1.1,2.1,0.4,0.4,1.1,2.1,3.2,0.6,0.4,0.4,0.4,2.1,5.3,352,2020
1811,Monte Morris,PG,24,DEN,73,22.4,3.6,7.8,0.9,2.4,2.7,5.4,1.0,1.2,0.3,1.5,1.9,3.5,0.8,0.2,0.7,1.0,9.0,353,2020
1812,Johnathan Motley,PF,24,LAC,13,3.2,0.8,1.2,0.1,0.1,0.8,1.1,0.4,0.5,0.2,0.5,0.8,0.6,0.2,0.0,0.4,0.5,2.2,354,2020
1813,Emmanuel Mudiay,PG,23,UTA,54,15.7,2.8,6.1,0.6,1.6,2.2,4.4,1.2,1.5,0.3,2.0,2.3,2.1,0.4,0.2,1.4,1.3,7.3,355,2020
1814,Mychal Mulder,SF,25,GSW,7,29.1,3.7,9.6,2.3,7.4,1.4,2.1,1.3,1.7,0.4,2.9,3.3,1.1,0.3,0.1,0.7,2.9,11.0,356,2020
1815,Dejounte Murray,PG,23,SAS,66,25.6,4.5,9.7,0.6,1.7,3.8,8.0,1.4,1.7,1.0,4.8,5.8,4.1,1.7,0.3,1.9,2.2,10.9,357,2020
1816,Jamal Murray,PG,22,DEN,59,32.3,6.9,15.2,1.9,5.5,5.0,9.7,2.8,3.1,0.8,3.2,4.0,4.8,1.1,0.3,2.2,1.7,18.5,358,2020
1817,Džanan Musa,SF,20,BRK,40,12.2,1.6,4.3,0.5,2.0,1.1,2.4,1.1,1.5,0.5,1.6,2.2,1.1,0.4,0.0,0.9,0.8,4.8,359,2020
1818,Mike Muscala,C,28,OKC,47,12.2,1.6,4.0,1.1,3.0,0.5,1.0,0.4,0.5,0.3,2.0,2.3,0.9,0.2,0.3,0.4,1.2,4.8,360,2020
1819,Sviatoslav Mykhailiuk,SF,22,DET,56,22.6,3.0,7.2,2.1,5.1,0.9,2.1,1.0,1.3,0.3,1.6,1.9,1.9,0.7,0.1,1.1,1.6,9.0,361,2020
1820,Abdel Nader,SF,26,OKC,55,15.8,2.2,4.8,0.9,2.3,1.4,2.5,0.9,1.2,0.3,1.6,1.8,0.7,0.4,0.4,0.8,1.4,6.3,362,2020
1821,Larry Nance Jr.,PF,27,CLE,56,26.3,4.1,7.7,1.0,2.8,3.1,4.9,0.9,1.3,1.9,5.4,7.3,2.2,1.0,0.4,1.1,1.6,10.1,363,2020
1822,Shabazz Napier,PG,28,TOT,56,24.0,3.4,8.1,1.4,4.3,2.0,3.9,2.3,2.7,0.5,2.4,2.8,4.7,1.2,0.2,2.3,1.8,10.3,364,2020
1823,Shabazz Napier,PG,28,MIN,36,23.8,3.2,7.9,1.3,4.4,1.9,3.4,2.0,2.4,0.5,2.6,3.1,5.2,1.1,0.2,2.1,1.7,9.6,364,2020
1824,Shabazz Napier,PG,28,WAS,20,24.4,3.7,8.7,1.5,4.1,2.3,4.6,2.7,3.3,0.5,2.0,2.4,3.8,1.5,0.2,2.6,2.0,11.6,364,2020
1825,Raul Neto,PG,27,PHI,54,12.4,1.9,4.1,0.6,1.6,1.2,2.5,0.7,0.9,0.2,0.9,1.1,1.8,0.4,0.1,0.9,0.9,5.1,365,2020
1826,Malik Newman,SG,22,CLE,1,4.0,0.0,2.0,0.0,1.0,0.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,366,2020
1827,Georges Niang,PF,26,UTA,66,14.0,2.1,4.9,1.4,3.4,0.8,1.5,0.3,0.4,0.2,1.7,1.9,0.7,0.3,0.1,0.5,1.1,5.9,367,2020
1828,Joakim Noah,C,34,LAC,5,10.0,0.8,1.6,0.0,0.0,0.8,1.6,1.2,1.6,1.0,2.2,3.2,1.4,0.2,0.2,1.2,1.8,2.8,368,2020
1829,Nerlens Noel,C,25,OKC,61,18.5,3.0,4.4,0.0,0.0,3.0,4.4,1.3,1.7,1.5,3.4,4.9,0.9,1.0,1.5,1.1,2.7,7.4,369,2020
1830,Zach Norvell,SG,22,TOT,5,8.2,0.6,2.4,0.6,1.6,0.0,0.8,0.2,0.2,0.0,1.2,1.2,0.6,0.4,0.0,0.6,0.8,2.0,370,2020
1831,Zach Norvell,SG,22,LAL,2,2.5,0.0,0.5,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,370,2020
1832,Zach Norvell,SG,22,GSW,3,12.0,1.0,3.7,1.0,2.7,0.0,1.0,0.3,0.3,0.0,1.7,1.7,1.0,0.7,0.0,1.0,1.3,3.3,370,2020
1833,Jaylen Nowell,SG,20,MIN,15,10.1,1.3,3.5,0.2,1.7,1.1,1.8,1.1,1.1,0.2,0.7,0.9,1.3,0.2,0.1,0.2,0.7,3.8,371,2020
1834,Frank Ntilikina,PG,21,NYK,57,20.8,2.3,5.8,0.8,2.4,1.5,3.4,0.9,1.0,0.4,1.7,2.1,3.0,0.9,0.3,1.2,2.5,6.3,372,2020
1835,Kendrick Nunn,PG,24,MIA,67,29.3,6.0,13.6,2.0,5.8,3.9,7.8,1.3,1.5,0.3,2.4,2.7,3.3,0.8,0.2,1.7,2.3,15.3,373,2020
1836,Jusuf Nurkić,C,25,POR,8,31.6,6.8,13.6,0.3,1.3,6.5,12.4,3.9,4.4,2.9,7.4,10.3,4.0,1.4,2.0,2.4,4.9,17.6,374,2020
1837,David Nwaba,SF,27,BRK,20,13.4,1.9,3.6,0.6,1.4,1.3,2.2,0.9,1.4,0.4,1.9,2.3,0.4,0.6,0.6,0.4,1.6,5.2,375,2020
1838,Royce O'Neale,SF,26,UTA,71,28.9,2.2,5.1,1.3,3.4,0.9,1.7,0.6,0.8,0.4,5.1,5.5,2.5,0.8,0.5,0.9,2.8,6.3,376,2020
1839,Kyle O'Quinn,C,29,PHI,29,10.8,1.4,2.9,0.2,0.9,1.2,2.0,0.4,0.7,1.2,2.8,4.0,1.8,0.2,0.8,0.7,1.3,3.5,377,2020
