,Player,Pos,Age,Team,Games,Minutes Played,Fields Goal,Fields Goal Attempted,3-points Field Goal,3-points Field Goal Attempted,2-points Field Goal,2-points Field Goal Attempted,Free Throws,Free Throws Attempted,Offensive Rebounds,Defensive Rebounds,Total Rebounds,Assists,Steals,Blocks,Turnovers,Personal Fouls,Points,Rank,Year
138,Jamal Crawford,SG,37,MIN,80,20.7,3.9,9.3,1.3,3.9,2.6,5.4,1.3,1.4,0.3,1.0,1.2,2.3,0.5,0.1,1.2,1.1,10.3,116,2018
139,Jordan Crawford,SG,29,NOP,5,10.6,2.4,5.4,1.6,2.8,0.8,2.6,0.2,0.2,0.4,0.4,0.8,2.6,0.2,0.2,1.0,1.4,6.6,117,2018
140,Jae Crowder,SF,27,TOT,80,26.1,3.4,8.4,1.4,4.3,2.0,4.1,1.5,1.9,0.7,2.7,3.4,1.2,0.8,0.3,0.9,2.3,9.7,118,2018
141,Jae Crowder,SF,27,CLE,53,25.4,3.0,7.1,1.2,3.6,1.8,3.5,1.5,1.7,0.8,2.5,3.3,1.1,0.8,0.2,0.8,2.3,8.6,118,2018
142,Jae Crowder,SF,27,UTA,27,27.6,4.2,10.9,1.8,5.6,2.4,5.3,1.6,2.1,0.7,3.1,3.8,1.5,0.9,0.3,1.2,2.3,11.8,118,2018
143,Dante Cunningham,SF,30,TOT,73,21.4,2.2,5.0,0.8,2.3,1.5,2.7,0.4,0.7,1.1,3.0,4.1,0.7,0.5,0.4,0.5,1.5,5.7,119,2018
144,Dante Cunningham,SF,30,NOP,51,21.9,1.9,4.4,0.7,2.1,1.3,2.3,0.4,0.7,1.0,2.8,3.8,0.5,0.5,0.3,0.3,1.5,5.0,119,2018
145,Dante Cunningham,SF,30,BRK,22,20.3,3.0,6.3,1.0,2.7,1.9,3.6,0.5,0.7,1.3,3.5,4.8,1.0,0.5,0.6,0.8,1.6,7.5,119,2018
146,Stephen Curry,PG,29,GSW,51,32.0,8.4,16.9,4.2,9.8,4.2,7.1,5.5,5.9,0.7,4.4,5.1,6.1,1.6,0.2,3.0,2.2,26.4,120,2018
147,Troy Daniels,SG,26,PHO,79,20.5,2.9,7.3,2.3,5.8,0.6,1.5,0.7,0.8,0.2,1.5,1.6,0.6,0.3,0.1,0.7,1.7,8.9,121,2018
148,Anthony Davis,PF,24,NOP,75,36.4,10.4,19.5,0.7,2.2,9.7,17.3,6.6,8.0,2.5,8.6,11.1,2.3,1.5,2.6,2.2,2.1,28.1,122,2018
149,Deyonta Davis,C,21,MEM,62,15.2,2.6,4.3,0.0,0.0,2.6,4.3,0.6,0.9,1.2,2.8,4.0,0.6,0.2,0.6,0.5,2.0,5.8,123,2018
150,Ed Davis,C,28,POR,78,18.9,2.2,3.7,0.0,0.0,2.2,3.7,0.9,1.4,2.3,5.0,7.4,0.5,0.4,0.7,0.8,2.4,5.3,124,2018
151,Dewayne Dedmon,C,28,ATL,62,24.9,4.0,7.7,0.8,2.3,3.2,5.4,1.1,1.4,1.6,6.3,7.9,1.5,0.6,0.8,1.4,2.6,10.0,125,2018
152,Sam Dekker,PF,23,LAC,73,12.1,1.8,3.5,0.1,0.8,1.6,2.7,0.5,0.8,0.6,1.8,2.4,0.5,0.3,0.1,0.5,1.0,4.2,126,2018
153,Malcolm Delaney,PG,28,ATL,54,18.8,2.0,5.3,0.9,2.3,1.2,3.0,1.4,1.7,0.2,1.7,1.9,3.0,0.6,0.1,1.2,1.5,6.3,127,2018
154,Matthew Dellavedova,PG,27,MIL,38,18.7,1.4,4.0,0.8,2.1,0.7,1.9,0.7,0.7,0.4,1.3,1.7,3.8,0.4,0.0,1.3,1.8,4.3,128,2018
155,Luol Deng,SF,32,LAL,1,13.0,1.0,2.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,2.0,129,2018
156,DeMar DeRozan,SG,28,TOR,80,33.9,8.1,17.7,1.1,3.6,7.0,14.1,5.8,7.0,0.7,3.2,3.9,5.2,1.1,0.3,2.2,1.9,23.0,130,2018
157,Cheick Diallo,PF,21,NOP,52,11.2,2.0,3.4,0.0,0.0,2.0,3.4,1.0,1.3,0.9,3.2,4.1,0.4,0.2,0.4,0.5,1.6,4.9,131,2018
158,Gorgui Dieng,C,28,MIN,79,16.9,2.4,4.9,0.2,0.8,2.1,4.1,1.0,1.3,1.3,3.2,4.6,0.9,0.6,0.5,0.7,1.9,5.9,132,2018
159,Spencer Dinwiddie,PG,24,BRK,80,28.8,4.1,10.5,1.8,5.4,2.3,5.1,2.7,3.4,0.5,2.7,3.2,6.6,0.9,0.3,1.6,2.3,12.6,133,2018
160,Tyler Dorsey,SG,21,ATL,56,17.4,2.6,6.8,1.3,3.6,1.3,3.3,0.8,1.1,0.3,2.0,2.3,1.4,0.3,0.1,0.7,1.1,7.2,134,2018
161,Damyean Dotson,SG,23,NYK,44,10.8,1.6,3.7,0.5,1.5,1.1,2.1,0.4,0.5,0.2,1.7,1.9,0.7,0.3,0.0,0.4,0.8,4.1,135,2018
162,Milton Doyle,SG,24,BRK,10,12.5,1.3,4.7,0.4,2.3,0.9,2.4,0.4,0.8,0.3,1.5,1.8,1.0,0.6,0.2,0.2,1.3,3.4,136,2018
163,PJ Dozier,PG,21,OKC,2,1.5,0.5,1.0,0.0,0.0,0.5,1.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.5,0.5,1.0,137,2018
164,Goran Dragić,PG,31,MIA,75,31.7,6.5,14.3,1.5,4.0,5.0,10.3,2.9,3.6,0.7,3.4,4.1,4.8,0.8,0.2,2.2,2.4,17.3,138,2018
165,Larry Drew II,PG,27,TOT,10,7.0,0.7,2.4,0.3,0.9,0.4,1.5,0.0,0.0,0.3,0.0,0.3,1.0,0.0,0.0,0.3,0.6,1.7,139,2018
166,Larry Drew II,PG,27,PHI,3,5.0,0.3,2.3,0.0,1.0,0.3,1.3,0.0,0.0,0.3,0.0,0.3,0.7,0.0,0.0,0.3,0.7,0.7,139,2018
167,Larry Drew II,PG,27,NOP,7,7.9,0.9,2.4,0.4,0.9,0.4,1.6,0.0,0.0,0.3,0.0,0.3,1.1,0.0,0.0,0.3,0.6,2.1,139,2018
168,Andre Drummond,C,24,DET,78,33.7,6.0,11.3,0.0,0.1,6.0,11.2,3.1,5.1,5.1,10.9,16.0,3.0,1.5,1.6,2.6,3.2,15.0,140,2018
169,Jared Dudley,PF,32,PHO,48,14.3,1.0,2.5,0.6,1.7,0.4,0.9,0.6,0.7,0.2,1.8,2.0,1.6,0.5,0.2,0.6,1.8,3.2,141,2018
170,Kris Dunn,PG,23,CHI,52,29.3,5.5,12.8,0.8,2.6,4.7,10.2,1.6,2.2,0.5,3.8,4.3,6.0,2.0,0.5,2.9,3.3,13.4,142,2018
171,Kevin Durant,SF,29,GSW,68,34.2,9.3,18.0,2.5,6.1,6.7,11.9,5.3,5.9,0.5,6.4,6.8,5.4,0.7,1.8,3.0,2.0,26.4,143,2018
172,Jarell Eddie,SF,26,TOT,3,3.0,0.0,0.7,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.0,0.3,0.0,0.0,0.0,0.0,144,2018
173,Jarell Eddie,SF,26,BOS,2,3.0,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.5,0.0,0.0,0.0,0.0,144,2018
174,Jarell Eddie,SF,26,CHI,1,3.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,144,2018
175,Henry Ellenson,PF,21,DET,38,8.7,1.4,3.8,0.5,1.6,0.9,2.3,0.7,0.8,0.3,1.9,2.1,0.5,0.1,0.0,0.5,0.6,4.0,145,2018
176,Wayne Ellington,SG,30,MIA,77,26.5,3.7,9.1,2.9,7.5,0.8,1.6,0.9,1.0,0.3,2.5,2.8,1.0,0.7,0.1,0.7,1.2,11.2,146,2018
177,Joel Embiid,C,23,PHI,63,30.3,8.1,16.8,1.0,3.4,7.0,13.4,5.7,7.4,2.3,8.7,11.0,3.2,0.6,1.8,3.7,3.3,22.9,147,2018
178,James Ennis,SF,27,TOT,72,22.3,2.5,5.3,0.7,2.1,1.8,3.2,1.3,1.6,1.0,2.1,3.1,1.0,0.7,0.3,0.8,1.9,7.1,148,2018
179,James Ennis,SF,27,MEM,45,23.4,2.4,4.9,0.7,1.9,1.7,3.1,1.4,1.6,1.2,2.3,3.5,1.1,0.7,0.3,0.8,1.8,6.9,148,2018
180,James Ennis,SF,27,DET,27,20.4,2.7,6.0,0.8,2.6,2.0,3.4,1.2,1.6,0.7,1.7,2.5,0.8,0.6,0.2,0.7,2.0,7.5,148,2018
181,Tyler Ennis,PG,23,LAL,54,12.6,1.7,4.1,0.3,1.0,1.5,3.1,0.4,0.5,0.4,1.4,1.8,1.9,0.6,0.2,0.7,1.4,4.1,149,2018
182,Jawun Evans,PG,21,LAC,48,16.2,1.9,5.3,0.3,1.1,1.5,4.1,0.8,1.0,0.2,1.6,1.8,2.1,0.8,0.1,0.9,2.0,4.8,150,2018
183,Jeremy Evans,SF,30,ATL,1,5.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,2.0,151,2018
184,Tyreke Evans,PG,28,MEM,52,30.9,7.0,15.6,2.2,5.5,4.8,10.1,3.2,4.0,0.8,4.3,5.1,5.2,1.1,0.3,2.3,1.8,19.4,152,2018
185,Dante Exum,PG,22,UTA,14,16.8,3.0,6.2,0.4,1.3,2.6,4.9,1.8,2.2,0.3,1.6,1.9,3.1,0.6,0.2,1.4,1.4,8.1,153,2018
186,Kenneth Faried,PF,28,DEN,32,14.4,2.4,4.6,0.0,0.0,2.4,4.6,1.1,1.6,2.1,2.7,4.8,0.6,0.4,0.4,0.7,1.6,5.9,154,2018
187,Derrick Favors,C,26,UTA,77,28.0,5.1,9.1,0.2,0.8,4.9,8.3,1.8,2.8,2.6,4.6,7.2,1.3,0.7,1.1,1.1,2.1,12.3,155,2018
188,Kay Felder,PG,22,TOT,16,8.8,1.3,4.4,0.3,1.2,1.1,3.2,0.7,0.8,0.2,0.9,1.1,1.3,0.2,0.1,1.0,0.7,3.6,156,2018
189,Kay Felder,PG,22,CHI,14,9.6,1.4,4.7,0.3,1.3,1.1,3.4,0.8,0.9,0.1,0.9,1.0,1.4,0.2,0.1,1.1,0.8,3.9,156,2018
190,Kay Felder,PG,22,DET,2,3.0,0.5,2.0,0.0,0.5,0.5,1.5,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.5,0.0,1.0,156,2018
191,Cristiano Felício,C,25,CHI,55,17.8,2.3,3.9,0.0,0.0,2.3,3.9,1.0,1.5,1.5,2.7,4.2,1.0,0.3,0.2,1.0,1.9,5.6,157,2018
192,Raymond Felton,PG,33,OKC,82,16.6,2.7,6.7,1.0,2.8,1.7,3.9,0.4,0.5,0.3,1.6,1.9,2.5,0.6,0.2,0.9,1.1,6.9,158,2018
193,Terrance Ferguson,SG,19,OKC,61,12.5,1.1,2.8,0.7,2.0,0.5,0.8,0.1,0.2,0.3,0.5,0.8,0.3,0.4,0.2,0.2,1.4,3.1,159,2018
194,Yogi Ferrell,SG,24,DAL,82,27.8,3.8,8.9,1.6,4.4,2.2,4.5,1.0,1.3,0.3,2.7,3.0,2.5,0.8,0.1,1.0,1.9,10.2,160,2018
195,Dorian Finney-Smith,PF,24,DAL,21,21.3,2.2,5.8,1.0,3.2,1.2,2.6,0.5,0.7,1.0,2.5,3.6,1.2,0.5,0.2,1.0,2.0,5.9,161,2018
196,Bryn Forbes,SG,24,SAS,80,19.0,2.6,6.2,1.1,2.9,1.5,3.4,0.6,0.9,0.2,1.2,1.4,1.0,0.4,0.0,0.5,1.4,6.9,162,2018
197,Evan Fournier,SF,25,ORL,57,32.2,6.5,14.1,2.2,5.9,4.2,8.2,2.6,3.0,0.4,2.8,3.2,2.9,0.8,0.3,1.7,2.4,17.8,163,2018
198,De'Aaron Fox,PG,20,SAC,73,27.8,4.5,10.9,0.6,2.1,3.8,8.8,1.9,2.7,0.5,2.3,2.8,4.4,1.0,0.3,2.4,2.2,11.6,164,2018
199,Tim Frazier,PG,27,WAS,59,14.2,1.2,2.9,0.3,0.9,0.9,2.0,0.4,0.5,0.3,1.6,1.9,3.3,0.8,0.1,1.0,1.6,3.0,165,2018
200,Channing Frye,C,34,TOT,53,13.1,2.0,4.0,0.7,2.2,1.2,1.8,0.3,0.4,0.2,2.3,2.5,0.7,0.3,0.2,0.4,1.3,5.0,166,2018
201,Channing Frye,C,34,CLE,44,12.4,1.9,3.8,0.7,2.0,1.2,1.8,0.3,0.3,0.2,2.3,2.5,0.6,0.4,0.3,0.4,1.2,4.8,166,2018
202,Channing Frye,C,34,LAL,9,16.7,2.2,4.8,1.0,2.8,1.2,2.0,0.3,0.4,0.2,2.6,2.8,1.1,0.1,0.1,0.4,1.7,5.8,166,2018
203,Markelle Fultz,SG,19,PHI,14,18.1,3.2,7.9,0.0,0.1,3.2,7.9,0.7,1.5,0.8,2.3,3.1,3.8,0.9,0.3,1.2,1.6,7.1,167,2018
204,Danilo Gallinari,SF,29,LAC,21,32.0,4.9,12.2,1.7,5.3,3.1,6.9,3.9,4.1,0.4,4.4,4.8,2.0,0.6,0.5,1.2,1.4,15.3,168,2018
205,Langston Galloway,SG,26,DET,58,14.9,2.2,5.9,1.3,3.8,0.9,2.1,0.6,0.7,0.2,1.4,1.6,1.0,0.6,0.1,0.3,0.7,6.2,169,2018
206,Marc Gasol,C,33,MEM,73,33.0,5.9,14.2,1.5,4.4,4.5,9.8,3.8,4.6,1.1,7.0,8.1,4.2,0.7,1.4,2.7,2.5,17.2,170,2018
207,Pau Gasol,C,37,SAS,77,23.5,3.7,8.1,0.6,1.6,3.2,6.6,2.1,2.7,1.7,6.4,8.0,3.1,0.3,1.0,1.4,1.6,10.1,171,2018
208,Rudy Gay,PF,31,SAS,57,21.6,4.4,9.4,0.6,2.1,3.8,7.4,2.0,2.5,1.3,3.8,5.1,1.3,0.8,0.7,1.4,1.7,11.5,172,2018
209,Paul George,SF,27,OKC,79,36.6,7.3,17.0,3.1,7.7,4.2,9.3,4.3,5.2,0.9,4.7,5.7,3.3,2.0,0.5,2.7,2.9,21.9,173,2018
210,Marcus Georges-Hunt,SG,23,MIN,42,5.3,0.5,1.1,0.1,0.4,0.4,0.8,0.3,0.5,0.2,0.2,0.4,0.2,0.1,0.0,0.1,0.8,1.4,174,2018
211,Jonathan Gibson,PG,30,BOS,4,10.0,3.5,5.8,1.5,3.0,2.0,2.8,0.0,0.0,0.0,0.8,0.8,1.0,0.0,0.0,0.8,1.3,8.5,175,2018
212,Taj Gibson,PF,32,MIN,82,33.2,5.2,9.0,0.1,0.4,5.1,8.6,1.7,2.3,2.4,4.8,7.1,1.2,0.8,0.7,1.1,2.7,12.2,176,2018
213,Manu Ginóbili,SG,40,SAS,65,20.0,3.1,7.1,1.0,3.0,2.1,4.2,1.7,2.0,0.3,1.9,2.2,2.5,0.7,0.2,1.6,1.9,8.9,177,2018
214,Rudy Gobert,C,25,UTA,56,32.4,4.9,7.9,0.0,0.0,4.9,7.9,3.6,5.3,2.9,7.8,10.7,1.4,0.8,2.3,1.9,2.7,13.5,178,2018
215,Aaron Gordon,PF,22,ORL,58,32.9,6.5,14.9,2.0,5.9,4.5,9.0,2.7,3.9,1.5,6.4,7.9,2.3,1.0,0.8,1.8,1.9,17.6,179,2018
216,Eric Gordon,SG,29,HOU,69,31.2,6.0,14.1,3.2,8.8,2.9,5.2,2.8,3.5,0.4,2.1,2.5,2.2,0.6,0.4,1.9,1.7,18.0,180,2018
217,Marcin Gortat,C,33,WAS,82,25.3,3.5,6.8,0.0,0.0,3.5,6.8,1.3,2.0,2.2,5.4,7.6,1.8,0.5,0.7,1.2,2.1,8.4,181,2018
218,Treveon Graham,SG,24,CHO,63,16.7,1.5,3.5,0.6,1.5,0.9,2.0,0.7,0.9,0.7,1.3,1.9,0.9,0.5,0.0,0.4,1.7,4.3,182,2018
219,Jerami Grant,PF,23,OKC,81,20.3,3.0,5.6,0.4,1.4,2.6,4.3,2.0,3.0,1.1,2.9,3.9,0.7,0.4,1.0,0.7,1.9,8.4,183,2018
220,Jerian Grant,PG,25,CHI,74,22.8,2.8,6.8,0.8,2.5,2.0,4.3,1.9,2.5,0.4,1.9,2.3,4.6,0.9,0.1,1.2,1.8,8.4,184,2018
221,Josh Gray,PG,24,PHO,5,17.2,2.2,8.2,0.6,2.6,1.6,5.6,1.4,2.2,0.4,1.6,2.0,2.4,1.6,0.4,1.4,1.6,6.4,185,2018
222,Danny Green,SG,30,SAS,70,25.6,3.1,8.0,1.7,4.6,1.4,3.4,0.7,0.9,0.6,3.0,3.6,1.6,0.9,1.1,1.1,1.7,8.6,186,2018
223,Draymond Green,PF,27,GSW,70,32.7,4.0,8.8,1.1,3.7,2.9,5.2,1.9,2.5,1.1,6.6,7.6,7.3,1.4,1.3,2.9,2.6,11.0,187,2018
224,Gerald Green,SG,32,HOU,41,22.7,4.1,10.1,2.7,7.3,1.4,2.8,1.2,1.5,0.4,2.9,3.2,0.6,0.6,0.4,0.8,2.1,12.1,188,2018
225,JaMychal Green,PF,27,MEM,55,28.0,4.1,8.9,0.8,2.3,3.3,6.6,1.5,2.0,2.7,5.8,8.4,1.4,0.6,0.5,1.4,2.8,10.3,189,2018
226,Jeff Green,PF,31,CLE,78,23.4,3.8,7.9,0.7,2.2,3.1,5.7,2.6,3.0,0.8,2.4,3.2,1.3,0.5,0.4,1.0,1.9,10.8,190,2018
227,Blake Griffin,PF,28,TOT,58,34.0,7.5,17.2,1.9,5.6,5.6,11.6,4.5,5.7,1.3,6.1,7.4,5.8,0.7,0.3,2.8,2.4,21.4,191,2018
228,Blake Griffin,PF,28,LAC,33,34.5,7.7,17.5,1.9,5.7,5.8,11.8,5.2,6.6,1.4,6.5,7.9,5.4,0.9,0.3,3.0,2.4,22.6,191,2018
229,Blake Griffin,PF,28,DET,25,33.2,7.2,16.7,1.9,5.4,5.4,11.3,3.5,4.4,1.1,5.6,6.6,6.2,0.4,0.4,2.6,2.4,19.8,191,2018
230,Daniel Hamilton,SG,22,OKC,6,4.7,0.8,1.8,0.3,0.8,0.5,1.0,0.0,0.0,0.0,0.8,0.8,1.3,0.2,0.0,0.3,0.3,2.0,192,2018
231,Tim Hardaway Jr.,SG,25,NYK,57,33.1,6.3,15.0,2.3,7.2,4.0,7.8,2.6,3.1,0.6,3.4,3.9,2.7,1.1,0.2,1.6,2.2,17.5,193,2018
232,James Harden,SG,28,HOU,72,35.4,9.0,20.1,3.7,10.0,5.4,10.1,8.7,10.1,0.6,4.8,5.4,8.8,1.8,0.7,4.4,2.3,30.4,194,2018
233,Maurice Harkless,SF,24,POR,59,21.4,2.5,5.0,0.8,2.0,1.7,3.0,0.7,1.0,0.8,2.0,2.7,0.9,0.8,0.7,0.7,1.7,6.5,195,2018
234,Montrezl Harrell,C,24,LAC,76,17.0,4.6,7.2,0.0,0.1,4.6,7.1,1.8,2.9,1.4,2.7,4.0,1.0,0.5,0.7,0.9,1.9,11.0,196,2018
235,Devin Harris,PG,34,TOT,71,18.9,2.6,6.4,1.1,3.2,1.5,3.2,2.0,2.4,0.2,1.6,1.8,2.1,0.7,0.2,1.1,2.2,8.4,197,2018
236,Devin Harris,PG,34,DAL,44,18.3,2.7,6.5,1.0,2.8,1.7,3.6,2.1,2.5,0.2,1.7,1.9,1.9,0.8,0.2,1.1,2.3,8.5,197,2018
237,Devin Harris,PG,34,DEN,27,19.7,2.6,6.3,1.3,3.8,1.3,2.5,1.8,2.1,0.1,1.4,1.6,2.5,0.5,0.1,1.0,2.0,8.2,197,2018
238,Gary Harris,SG,23,DEN,67,34.4,6.6,13.6,2.3,5.9,4.2,7.7,2.0,2.4,0.6,2.1,2.6,2.9,1.8,0.2,1.8,1.8,17.5,198,2018
239,Joe Harris,SG,26,BRK,78,25.3,3.9,8.0,1.9,4.6,2.0,3.4,1.1,1.3,0.7,2.7,3.3,1.6,0.4,0.3,1.2,2.0,10.8,199,2018
240,Tobias Harris,PF,25,TOT,80,33.4,7.0,15.3,2.3,5.6,4.7,9.7,2.2,2.7,0.7,4.7,5.5,2.4,0.9,0.4,1.3,2.1,18.6,200,2018
241,Tobias Harris,PF,25,DET,48,32.6,6.7,14.8,2.4,5.8,4.3,9.0,2.4,2.8,0.8,4.3,5.1,2.0,0.7,0.3,1.1,1.9,18.1,200,2018
242,Tobias Harris,PF,25,LAC,32,34.5,7.6,16.0,2.2,5.3,5.4,10.7,2.0,2.5,0.7,5.3,6.0,3.1,1.2,0.6,1.7,2.3,19.3,200,2018
243,Aaron Harrison,SG,23,DAL,9,25.9,2.1,7.7,1.0,4.8,1.1,2.9,1.4,1.9,0.4,2.2,2.7,1.2,1.0,0.2,0.3,3.0,6.7,201,2018
244,Andrew Harrison,PG,23,MEM,56,23.7,3.2,7.7,0.8,2.5,2.4,5.1,2.2,2.8,0.4,1.9,2.3,3.2,0.7,0.5,1.4,2.5,9.5,202,2018
245,Shaquille Harrison,PG,24,PHO,23,16.7,2.6,5.4,0.3,1.1,2.3,4.3,1.2,1.7,0.4,2.3,2.7,2.4,1.1,0.3,1.0,1.8,6.6,203,2018
246,Josh Hart,SG,22,LAL,63,23.2,2.8,6.0,1.2,3.1,1.6,2.8,1.0,1.5,0.7,3.5,4.2,1.3,0.7,0.3,0.7,1.7,7.9,204,2018
247,Udonis Haslem,C,37,MIA,14,5.1,0.2,1.1,0.1,0.6,0.1,0.5,0.1,0.1,0.2,0.5,0.7,0.4,0.0,0.1,0.1,0.2,0.6,205,2018
248,Nigel Hayes,SF,23,TOT,9,13.6,1.2,3.7,0.4,1.8,0.8,1.9,0.1,0.3,0.4,2.0,2.4,0.7,0.2,0.3,0.2,0.9,3.0,206,2018
249,Nigel Hayes,SF,23,LAL,2,5.5,0.5,1.5,0.0,1.0,0.5,0.5,0.5,0.5,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.5,206,2018
250,Nigel Hayes,SF,23,TOR,2,3.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,3.0,206,2018
251,Nigel Hayes,SF,23,SAC,5,21.0,1.6,5.6,0.4,2.4,1.2,3.2,0.0,0.4,0.8,3.6,4.4,0.8,0.4,0.6,0.2,1.6,3.6,206,2018
252,Gordon Hayward,SF,27,BOS,1,5.0,1.0,2.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,207,2018
253,Reggie Hearn,SG,26,DET,3,2.3,0.3,0.7,0.3,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,208,2018
254,Myke Henry,SF,25,MEM,20,18.9,2.1,5.5,1.0,2.9,1.1,2.6,0.3,0.5,0.5,1.4,1.9,1.1,1.6,0.3,1.0,1.4,5.4,209,2018
255,John Henson,C,27,MIL,76,25.9,3.8,6.6,0.0,0.1,3.8,6.5,1.2,2.1,2.0,4.8,6.8,1.5,0.6,1.4,1.1,2.7,8.8,210,2018
256,Juan Hernangómez,PF,22,DEN,25,11.1,1.2,3.0,0.6,2.0,0.6,1.0,0.4,0.5,0.7,1.4,2.2,0.5,0.2,0.1,0.4,1.0,3.3,211,2018
257,Willy Hernangómez,C,23,TOT,48,10.3,1.9,3.4,0.1,0.3,1.8,3.2,1.2,1.9,1.3,2.5,3.8,0.7,0.4,0.3,0.7,1.3,5.1,212,2018
258,Willy Hernangómez,C,23,NYK,26,9.0,1.9,3.1,0.0,0.2,1.8,2.9,0.5,1.1,0.8,1.7,2.6,0.8,0.3,0.3,1.0,1.2,4.3,212,2018
259,Willy Hernangómez,C,23,CHO,22,11.9,1.9,3.8,0.2,0.3,1.7,3.5,2.1,2.8,1.8,3.5,5.3,0.5,0.5,0.4,0.4,1.5,6.1,212,2018
260,Mario Hezonja,SF,22,ORL,75,22.1,3.6,8.2,1.2,3.6,2.4,4.7,1.1,1.4,0.5,3.2,3.7,1.4,1.1,0.4,1.1,1.8,9.6,213,2018
261,Isaiah Hicks,PF,23,NYK,18,13.3,1.8,4.0,0.1,0.5,1.7,3.5,0.7,1.0,0.6,1.7,2.3,0.9,0.1,0.2,0.9,2.5,4.4,214,2018
262,Buddy Hield,SG,25,SAC,80,25.3,5.2,11.7,2.2,5.1,3.0,6.6,0.9,1.0,0.7,3.2,3.8,1.9,1.1,0.3,1.6,1.9,13.5,215,2018
263,Nenê,C,35,HOU,52,14.6,2.6,4.6,0.0,0.0,2.6,4.6,1.3,2.1,1.0,2.3,3.4,0.9,0.5,0.3,0.7,2.4,6.5,216,2018
264,George Hill,PG,31,TOT,67,27.0,3.5,7.7,1.3,3.1,2.3,4.6,1.6,2.1,0.6,2.1,2.7,2.8,0.9,0.4,1.3,1.9,10.0,217,2018
265,George Hill,PG,31,SAC,43,26.6,3.6,7.6,1.3,3.0,2.2,4.6,1.8,2.3,0.5,2.2,2.7,2.8,0.9,0.3,1.4,1.7,10.3,217,2018
266,George Hill,PG,31,CLE,24,27.9,3.5,7.8,1.1,3.2,2.3,4.6,1.4,1.7,0.8,1.8,2.7,2.8,0.9,0.6,1.2,2.2,9.4,217,2018
267,Solomon Hill,SF,26,NOP,12,15.6,0.9,3.4,0.3,1.8,0.6,1.7,0.3,0.5,0.8,2.3,3.0,1.8,0.6,0.1,0.8,1.8,2.4,218,2018
268,Darrun Hilliard,SG,24,SAS,14,6.8,0.4,1.4,0.0,0.4,0.4,0.9,0.4,0.5,0.0,0.5,0.5,0.8,0.1,0.0,0.3,0.5,1.1,219,2018
269,Jrue Holiday,SG,27,NOP,81,36.1,7.6,15.4,1.5,4.4,6.1,11.0,2.3,2.9,0.8,3.7,4.5,6.0,1.5,0.8,2.6,2.5,19.0,220,2018
270,Justin Holiday,SG,28,CHI,72,31.5,4.0,10.9,2.2,6.2,1.8,4.6,1.9,2.3,0.4,3.6,4.0,2.1,1.1,0.4,1.3,1.9,12.2,221,2018
271,John Holland,SF,29,CLE,24,7.3,0.7,2.5,0.5,1.5,0.3,1.0,0.4,0.5,0.3,0.8,1.0,0.2,0.3,0.1,0.3,0.4,2.3,222,2018
272,Rondae Hollis-Jefferson,SF,23,BRK,68,28.2,5.0,10.6,0.2,0.8,4.8,9.9,3.7,4.6,1.5,5.3,6.8,2.5,1.0,0.7,1.8,2.1,13.9,223,2018
273,Richaun Holmes,C,24,PHI,48,15.5,2.8,5.0,0.1,0.6,2.7,4.4,0.8,1.2,1.2,3.2,4.4,1.3,0.4,0.6,0.5,2.0,6.5,224,2018
274,Rodney Hood,SG,25,TOT,60,26.9,5.4,12.5,2.1,5.6,3.3,7.0,1.9,2.2,0.4,2.4,2.8,1.6,0.8,0.2,1.2,1.8,14.7,225,2018
275,Rodney Hood,SG,25,UTA,39,27.8,6.0,14.2,2.6,6.7,3.4,7.4,2.2,2.5,0.4,2.5,2.8,1.7,0.8,0.2,1.6,1.6,16.8,225,2018
276,Rodney Hood,SG,25,CLE,21,25.3,4.2,9.5,1.2,3.4,3.0,6.1,1.2,1.5,0.4,2.2,2.6,1.4,0.7,0.2,0.3,2.0,10.8,225,2018
277,Scotty Hopson,SG,28,DAL,1,8.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,226,2018
